priority,document_id,document_title,document_type,business_area,plant,owner_id,status,rule_id,rule_name,issue_description,recommended_action,target_resolution_days,data_quality_score,risk_category
High,DOC-10014,Standard Operating Procedure - DOC-10014,SOP,Operations,QRO-01,OWN-023,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,10,Critical Risk
High,DOC-10032,Non-Disclosure Agreement - DOC-10032,NDA,Program Management,MTY-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,10,Critical Risk
High,DOC-10052,Non-Disclosure Agreement - DOC-10052,NDA,Operations,QRO-01,OWN-019,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,10,Critical Risk
High,DOC-10267,Operational Work Instruction - DOC-10267,Work Instruction,Compliance,CHI-02,OWN-019,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,10,Critical Risk
High,DOC-10532,Standard Operating Procedure - DOC-10532,SOP,Compliance,MTY-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,10,Critical Risk
High,DOC-10641,Service Contract Agreement - DOC-10641,Contract,Compliance,CHI-02,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,10,Critical Risk
High,DOC-10659,Operational Work Instruction - DOC-10659,Work Instruction,Compliance,ELP-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,10,Critical Risk
High,DOC-10700,Operational Work Instruction - DOC-10700,Work Instruction,Supply Chain,CHI-02,OWN-027,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,10,Critical Risk
High,DOC-10811,Standard Operating Procedure - DOC-10811,SOP,Compliance,ELP-01,OWN-019,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,10,Critical Risk
High,DOC-10829,Non-Disclosure Agreement - DOC-10829,NDA,Compliance,QRO-01,OWN-002,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,10,Critical Risk
High,DOC-10098,Service Contract Agreement - DOC-10098,Contract,Quality,CHI-02,OWN-030,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,20,Critical Risk
High,DOC-10102,Regulatory Compliance Document - DOC-10102,Compliance Document,Operations,CHI-01,OWN-002,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,20,Critical Risk
High,DOC-10106,Standard Operating Procedure - DOC-10106,SOP,Compliance,CHI-02,OWN-023,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,20,Critical Risk
High,DOC-10106,Standard Operating Procedure - DOC-10106,SOP,Compliance,CHI-02,OWN-023,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,20,Critical Risk
High,DOC-10109,Service Contract Agreement - DOC-10109,Contract,Engineering,CHI-01,OWN-047,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,20,Critical Risk
High,DOC-10715,Non-Disclosure Agreement - DOC-10715,NDA,Engineering,MTY-01,OWN-019,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,20,Critical Risk
High,DOC-10715,Non-Disclosure Agreement - DOC-10715,NDA,Engineering,MTY-01,OWN-019,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,20,Critical Risk
High,DOC-10737,Regulatory Compliance Document - DOC-10737,Compliance Document,Engineering,CHI-02,OWN-023,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,20,Critical Risk
High,DOC-10737,Regulatory Compliance Document - DOC-10737,Compliance Document,Engineering,CHI-02,OWN-023,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,20,Critical Risk
High,DOC-10757,Service Contract Agreement - DOC-10757,Contract,Quality,CHI-01,OWN-030,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,20,Critical Risk
High,DOC-10841,Regulatory Compliance Document - DOC-10841,Compliance Document,Quality,QRO-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,20,Critical Risk
High,DOC-10841,Regulatory Compliance Document - DOC-10841,Compliance Document,Quality,QRO-01,OWN-012,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,20,Critical Risk
High,DOC-10975,Quality Inspection Record - DOC-10975,Quality Record,Engineering,CHI-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,20,Critical Risk
High,DOC-10975,Quality Inspection Record - DOC-10975,Quality Record,Engineering,CHI-01,OWN-012,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,20,Critical Risk
High,DOC-10059,Operational Work Instruction - DOC-10059,Work Instruction,Compliance,QRO-01,OWN-030,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,30,Critical Risk
High,DOC-10104,Quality Inspection Record - DOC-10104,Quality Record,Supply Chain,QRO-01,OWN-023,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,30,Critical Risk
High,DOC-10497,Non-Disclosure Agreement - DOC-10497,NDA,Quality,CHI-02,OWN-019,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,30,Critical Risk
High,DOC-10835,Non-Disclosure Agreement - DOC-10835,NDA,Quality,CHI-02,OWN-002,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,30,Critical Risk
High,DOC-10857,Quality Inspection Record - DOC-10857,Quality Record,Compliance,CHI-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,30,Critical Risk
High,DOC-10358,Regulatory Compliance Document - DOC-10358,Compliance Document,,CHI-01,OWN-022,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,35,Critical Risk
High,DOC-10932,Standard Operating Procedure - DOC-10932,SOP,Quality,,OWN-019,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,35,Critical Risk
High,DOC-10013,Service Contract Agreement - DOC-10013,Contract,Supply Chain,CHI-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10016,Quality Inspection Record - DOC-10016,Quality Record,Operations,MTY-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10021,Operational Work Instruction - DOC-10021,Work Instruction,Program Management,QRO-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk
High,DOC-10037,Service Contract Agreement - DOC-10037,Contract,Finance,ELP-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10048,Quality Inspection Record - DOC-10048,Quality Record,Operations,CHI-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10072,Non-Disclosure Agreement - DOC-10072,NDA,Supply Chain,MTY-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk
High,DOC-10100,Standard Operating Procedure - DOC-10100,SOP,Finance,ELP-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk
High,DOC-10103,Standard Operating Procedure - DOC-10103,SOP,Supply Chain,QRO-01,OWN-040,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10116,Standard Operating Procedure - DOC-10116,SOP,Finance,CHI-01,OWN-002,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10183,Non-Disclosure Agreement - DOC-10183,NDA,Engineering,MTY-01,OWN-023,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10193,Regulatory Compliance Document - DOC-10193,Compliance Document,Operations,CHI-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk
High,DOC-10217,Quality Inspection Record - DOC-10217,Quality Record,Program Management,MTY-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10230,Standard Operating Procedure - DOC-10230,SOP,Compliance,ELP-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10232,Operational Work Instruction - DOC-10232,Work Instruction,Program Management,ELP-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk
High,DOC-10269,Service Contract Agreement - DOC-10269,Contract,Compliance,CHI-01,OWN-040,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10279,Quality Inspection Record - DOC-10279,Quality Record,Supply Chain,CHI-01,OWN-023,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10283,Standard Operating Procedure - DOC-10283,SOP,Supply Chain,CHI-02,OWN-050,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10306,Service Contract Agreement - DOC-10306,Contract,Compliance,QRO-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10323,Non-Disclosure Agreement - DOC-10323,NDA,Quality,MTY-01,OWN-042,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10324,Operational Work Instruction - DOC-10324,Work Instruction,Operations,ELP-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10366,Service Contract Agreement - DOC-10366,Contract,Program Management,ELP-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10377,Standard Operating Procedure - DOC-10377,SOP,Compliance,ELP-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk
High,DOC-10392,Service Contract Agreement - DOC-10392,Contract,Program Management,CHI-02,OWN-005,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10439,Regulatory Compliance Document - DOC-10439,Compliance Document,Engineering,CHI-02,OWN-002,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10462,Regulatory Compliance Document - DOC-10462,Compliance Document,Compliance,MTY-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10464,Quality Inspection Record - DOC-10464,Quality Record,Quality,CHI-01,OWN-010,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10513,Operational Work Instruction - DOC-10513,Work Instruction,Engineering,MTY-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10517,Quality Inspection Record - DOC-10517,Quality Record,Operations,ELP-01,OWN-002,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10545,Non-Disclosure Agreement - DOC-10545,NDA,Operations,ELP-01,OWN-017,Draft,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10553,Regulatory Compliance Document - DOC-10553,Compliance Document,Compliance,QRO-01,OWN-015,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10567,Quality Inspection Record - DOC-10567,Quality Record,Program Management,CHI-01,OWN-015,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10570,Quality Inspection Record - DOC-10570,Quality Record,Program Management,MTY-01,OWN-009,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10591,Non-Disclosure Agreement - DOC-10591,NDA,Quality,QRO-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10593,Non-Disclosure Agreement - DOC-10593,NDA,Engineering,QRO-01,OWN-020,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10647,Standard Operating Procedure - DOC-10647,SOP,Supply Chain,CHI-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk
High,DOC-10651,Service Contract Agreement - DOC-10651,Contract,Compliance,ELP-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk
High,DOC-10684,Quality Inspection Record - DOC-10684,Quality Record,Compliance,MTY-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk
High,DOC-10691,Regulatory Compliance Document - DOC-10691,Compliance Document,Supply Chain,CHI-02,OWN-023,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10704,Non-Disclosure Agreement - DOC-10704,NDA,Engineering,QRO-01,OWN-031,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10730,Non-Disclosure Agreement - DOC-10730,NDA,Program Management,CHI-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10770,Quality Inspection Record - DOC-10770,Quality Record,Engineering,ELP-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10780,Standard Operating Procedure - DOC-10780,SOP,Quality,ELP-01,OWN-019,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10823,Operational Work Instruction - DOC-10823,Work Instruction,Engineering,CHI-01,OWN-002,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10849,Service Contract Agreement - DOC-10849,Contract,Engineering,ELP-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10859,Service Contract Agreement - DOC-10859,Contract,Operations,QRO-01,OWN-024,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10861,Standard Operating Procedure - DOC-10861,SOP,Supply Chain,CHI-02,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk
High,DOC-10879,Standard Operating Procedure - DOC-10879,SOP,Quality,QRO-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10908,Quality Inspection Record - DOC-10908,Quality Record,Quality,ELP-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10910,Service Contract Agreement - DOC-10910,Contract,Operations,ELP-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10914,Operational Work Instruction - DOC-10914,Work Instruction,Finance,QRO-01,OWN-030,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk
High,DOC-10963,Standard Operating Procedure - DOC-10963,SOP,Supply Chain,MTY-01,OWN-020,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10969,Regulatory Compliance Document - DOC-10969,Compliance Document,Compliance,ELP-01,OWN-021,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk
High,DOC-10115,Operational Work Instruction - DOC-10115,Work Instruction,Compliance,CHI-02,OWN-023,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk
High,DOC-10155,Quality Inspection Record - DOC-10155,Quality Record,Program Management,MTY-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk
High,DOC-10224,Non-Disclosure Agreement - DOC-10224,NDA,Engineering,CHI-01,,Draft,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,50,High Risk
High,DOC-10224,Non-Disclosure Agreement - DOC-10224,NDA,Engineering,CHI-01,,Draft,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk
High,DOC-10229,Non-Disclosure Agreement - DOC-10229,NDA,Compliance,CHI-02,OWN-050,Draft,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk
High,DOC-10229,Non-Disclosure Agreement - DOC-10229,NDA,Compliance,CHI-02,OWN-050,Draft,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk
High,DOC-10239,Non-Disclosure Agreement - DOC-10239,NDA,Compliance,CHI-02,OWN-022,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk
High,DOC-10252,Quality Inspection Record - DOC-10252,Quality Record,Program Management,CHI-02,OWN-050,Obsolete,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk
High,DOC-10277,Quality Inspection Record - DOC-10277,Quality Record,Supply Chain,MTY-01,OWN-002,Expired,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk
High,DOC-10287,Non-Disclosure Agreement - DOC-10287,NDA,Program Management,CHI-02,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,50,High Risk
High,DOC-10356,Regulatory Compliance Document - DOC-10356,Compliance Document,Compliance,MTY-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk
High,DOC-10356,Regulatory Compliance Document - DOC-10356,Compliance Document,Compliance,MTY-01,OWN-027,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk
High,DOC-10383,Regulatory Compliance Document - DOC-10383,Compliance Document,Quality,CHI-01,OWN-040,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk
High,DOC-10453,Standard Operating Procedure - DOC-10453,SOP,Compliance,CHI-02,OWN-024,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk
High,DOC-10461,Operational Work Instruction - DOC-10461,Work Instruction,Compliance,MTY-01,OWN-012,Obsolete,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk
High,DOC-10468,Operational Work Instruction - DOC-10468,Work Instruction,Supply Chain,ELP-01,OWN-023,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk
High,DOC-10516,Non-Disclosure Agreement - DOC-10516,NDA,Compliance,ELP-01,,Obsolete,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,50,High Risk
High,DOC-10565,Operational Work Instruction - DOC-10565,Work Instruction,Quality,CHI-02,OWN-019,Draft,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk
High,DOC-10565,Operational Work Instruction - DOC-10565,Work Instruction,Quality,CHI-02,OWN-019,Draft,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk
High,DOC-10679,Regulatory Compliance Document - DOC-10679,Compliance Document,Program Management,CHI-02,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,50,High Risk
High,DOC-10738,Regulatory Compliance Document - DOC-10738,Compliance Document,Finance,MTY-01,,Pending Approval,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,50,High Risk
High,DOC-10917,Service Contract Agreement - DOC-10917,Contract,Engineering,ELP-01,OWN-030,Expired,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk
High,DOC-10917,Service Contract Agreement - DOC-10917,Contract,Engineering,ELP-01,OWN-030,Expired,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk
High,DOC-10925,Operational Work Instruction - DOC-10925,Work Instruction,Supply Chain,ELP-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,50,High Risk
High,DOC-10970,Standard Operating Procedure - DOC-10970,SOP,Finance,ELP-01,OWN-028,Expired,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk
High,DOC-10992,Service Contract Agreement - DOC-10992,Contract,Supply Chain,QRO-01,OWN-019,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,60,Medium Risk
High,DOC-10992,Service Contract Agreement - DOC-10992,Contract,Supply Chain,QRO-01,OWN-019,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,60,Medium Risk
High,DOC-10425,Non-Disclosure Agreement - DOC-10425,NDA,Program Management,,OWN-050,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,65,Medium Risk
High,DOC-10768,Non-Disclosure Agreement - DOC-10768,NDA,,CHI-02,OWN-007,Expired,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,65,Medium Risk
High,DOC-10942,Regulatory Compliance Document - DOC-10942,Compliance Document,,CHI-02,OWN-030,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,65,Medium Risk
High,DOC-10038,Non-Disclosure Agreement - DOC-10038,NDA,Engineering,CHI-02,,Draft,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,70,Medium Risk
High,DOC-10209,Operational Work Instruction - DOC-10209,Work Instruction,Program Management,CHI-02,OWN-040,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk
High,DOC-10214,Non-Disclosure Agreement - DOC-10214,NDA,Quality,MTY-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,70,Medium Risk
High,DOC-10231,Quality Inspection Record - DOC-10231,Quality Record,Supply Chain,QRO-01,OWN-012,Draft,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10245,Operational Work Instruction - DOC-10245,Work Instruction,Quality,CHI-02,OWN-037,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk
High,DOC-10259,Non-Disclosure Agreement - DOC-10259,NDA,Operations,CHI-01,OWN-002,Draft,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10374,Regulatory Compliance Document - DOC-10374,Compliance Document,Operations,CHI-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10409,Regulatory Compliance Document - DOC-10409,Compliance Document,Finance,ELP-01,OWN-019,Active,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10413,Service Contract Agreement - DOC-10413,Contract,Operations,MTY-01,,Active,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,70,Medium Risk
High,DOC-10424,Operational Work Instruction - DOC-10424,Work Instruction,Operations,CHI-01,OWN-026,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk
High,DOC-10488,Non-Disclosure Agreement - DOC-10488,NDA,Compliance,ELP-01,OWN-026,Active,DQ-014,Invalid Approval History,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk
High,DOC-10530,Standard Operating Procedure - DOC-10530,SOP,Quality,ELP-01,OWN-002,Draft,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10539,Operational Work Instruction - DOC-10539,Work Instruction,Finance,MTY-01,OWN-012,Draft,DQ-003,Inactive Owner Assigned,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk
High,DOC-10547,Quality Inspection Record - DOC-10547,Quality Record,Supply Chain,ELP-01,,Draft,DQ-002,Missing Document Owner,Document does not have an assigned owner.,Assign an active document owner.,10,70,Medium Risk
