audit_id,document_id,document_title,document_type,business_area,plant,owner_id,status,rule_id,rule_name,severity,issue_detected,issue_description,recommended_action,target_resolution_days,data_quality_score,risk_category,total_issues,critical_issues,high_issues,medium_issues,low_issues
AUD-001275,DOC-10737,Regulatory Compliance Document - DOC-10737,Compliance Document,Engineering,CHI-02,OWN-023,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,20,Critical Risk,4,1,2,1,0
AUD-001277,DOC-10737,Regulatory Compliance Document - DOC-10737,Compliance Document,Engineering,CHI-02,OWN-023,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,20,Critical Risk,4,1,2,1,0
AUD-001311,DOC-10757,Service Contract Agreement - DOC-10757,Contract,Quality,CHI-01,OWN-030,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,20,Critical Risk,3,2,1,0,0
AUD-001463,DOC-10841,Regulatory Compliance Document - DOC-10841,Compliance Document,Quality,QRO-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,20,Critical Risk,4,1,2,1,0
AUD-001465,DOC-10841,Regulatory Compliance Document - DOC-10841,Compliance Document,Quality,QRO-01,OWN-012,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,20,Critical Risk,4,1,2,1,0
AUD-001676,DOC-10975,Quality Inspection Record - DOC-10975,Quality Record,Engineering,CHI-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,20,Critical Risk,4,1,2,1,0
AUD-001678,DOC-10975,Quality Inspection Record - DOC-10975,Quality Record,Engineering,CHI-01,OWN-012,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,20,Critical Risk,4,1,2,1,0
AUD-000107,DOC-10059,Operational Work Instruction - DOC-10059,Work Instruction,Compliance,QRO-01,OWN-030,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,30,Critical Risk,4,1,1,2,0
AUD-000193,DOC-10104,Quality Inspection Record - DOC-10104,Quality Record,Supply Chain,QRO-01,OWN-023,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,30,Critical Risk,4,1,1,2,0
AUD-000831,DOC-10497,Non-Disclosure Agreement - DOC-10497,NDA,Quality,CHI-02,OWN-019,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,30,Critical Risk,4,1,1,2,0
AUD-001451,DOC-10835,Non-Disclosure Agreement - DOC-10835,NDA,Quality,CHI-02,OWN-002,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,30,Critical Risk,4,1,1,2,0
AUD-001487,DOC-10857,Quality Inspection Record - DOC-10857,Quality Record,Compliance,CHI-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,30,Critical Risk,4,1,1,2,0
AUD-000618,DOC-10358,Regulatory Compliance Document - DOC-10358,Compliance Document,,CHI-01,OWN-022,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,35,Critical Risk,4,1,1,1,1
AUD-001605,DOC-10932,Standard Operating Procedure - DOC-10932,SOP,Quality,,OWN-019,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,35,Critical Risk,4,1,1,1,1
AUD-000025,DOC-10013,Service Contract Agreement - DOC-10013,Contract,Supply Chain,CHI-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000034,DOC-10016,Quality Inspection Record - DOC-10016,Quality Record,Operations,MTY-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000042,DOC-10021,Operational Work Instruction - DOC-10021,Work Instruction,Program Management,QRO-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk,3,1,1,1,0
AUD-000075,DOC-10037,Service Contract Agreement - DOC-10037,Contract,Finance,ELP-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000092,DOC-10048,Quality Inspection Record - DOC-10048,Quality Record,Operations,CHI-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000127,DOC-10072,Non-Disclosure Agreement - DOC-10072,NDA,Supply Chain,MTY-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk,3,1,1,1,0
AUD-000179,DOC-10100,Standard Operating Procedure - DOC-10100,SOP,Finance,ELP-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk,3,1,1,1,0
AUD-000191,DOC-10103,Standard Operating Procedure - DOC-10103,SOP,Supply Chain,QRO-01,OWN-040,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-000216,DOC-10116,Standard Operating Procedure - DOC-10116,SOP,Finance,CHI-01,OWN-002,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000319,DOC-10183,Non-Disclosure Agreement - DOC-10183,NDA,Engineering,MTY-01,OWN-023,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000332,DOC-10193,Regulatory Compliance Document - DOC-10193,Compliance Document,Operations,CHI-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk,3,1,1,1,0
AUD-000367,DOC-10217,Quality Inspection Record - DOC-10217,Quality Record,Program Management,MTY-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000388,DOC-10230,Standard Operating Procedure - DOC-10230,SOP,Compliance,ELP-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000393,DOC-10232,Operational Work Instruction - DOC-10232,Work Instruction,Program Management,ELP-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk,3,1,1,1,0
AUD-000457,DOC-10269,Service Contract Agreement - DOC-10269,Contract,Compliance,CHI-01,OWN-040,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-000474,DOC-10279,Quality Inspection Record - DOC-10279,Quality Record,Supply Chain,CHI-01,OWN-023,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000485,DOC-10283,Standard Operating Procedure - DOC-10283,SOP,Supply Chain,CHI-02,OWN-050,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000530,DOC-10306,Service Contract Agreement - DOC-10306,Contract,Compliance,QRO-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000558,DOC-10323,Non-Disclosure Agreement - DOC-10323,NDA,Quality,MTY-01,OWN-042,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-000560,DOC-10324,Operational Work Instruction - DOC-10324,Work Instruction,Operations,ELP-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000632,DOC-10366,Service Contract Agreement - DOC-10366,Contract,Program Management,ELP-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000655,DOC-10377,Standard Operating Procedure - DOC-10377,SOP,Compliance,ELP-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk,3,1,1,1,0
AUD-000681,DOC-10392,Service Contract Agreement - DOC-10392,Contract,Program Management,CHI-02,OWN-005,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-000739,DOC-10439,Regulatory Compliance Document - DOC-10439,Compliance Document,Engineering,CHI-02,OWN-002,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000780,DOC-10462,Regulatory Compliance Document - DOC-10462,Compliance Document,Compliance,MTY-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000785,DOC-10464,Quality Inspection Record - DOC-10464,Quality Record,Quality,CHI-01,OWN-010,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-000860,DOC-10513,Operational Work Instruction - DOC-10513,Work Instruction,Engineering,MTY-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000868,DOC-10517,Quality Inspection Record - DOC-10517,Quality Record,Operations,ELP-01,OWN-002,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-000928,DOC-10545,Non-Disclosure Agreement - DOC-10545,NDA,Operations,ELP-01,OWN-017,Draft,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-000940,DOC-10553,Regulatory Compliance Document - DOC-10553,Compliance Document,Compliance,QRO-01,OWN-015,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-000963,DOC-10567,Quality Inspection Record - DOC-10567,Quality Record,Program Management,CHI-01,OWN-015,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-000971,DOC-10570,Quality Inspection Record - DOC-10570,Quality Record,Program Management,MTY-01,OWN-009,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-001013,DOC-10591,Non-Disclosure Agreement - DOC-10591,NDA,Quality,QRO-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-001017,DOC-10593,Non-Disclosure Agreement - DOC-10593,NDA,Engineering,QRO-01,OWN-020,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-001114,DOC-10647,Standard Operating Procedure - DOC-10647,SOP,Supply Chain,CHI-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk,3,1,1,1,0
AUD-001124,DOC-10651,Service Contract Agreement - DOC-10651,Contract,Compliance,ELP-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk,3,1,1,1,0
AUD-001180,DOC-10684,Quality Inspection Record - DOC-10684,Quality Record,Compliance,MTY-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk,3,1,1,1,0
AUD-001187,DOC-10691,Regulatory Compliance Document - DOC-10691,Compliance Document,Supply Chain,CHI-02,OWN-023,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-001216,DOC-10704,Non-Disclosure Agreement - DOC-10704,NDA,Engineering,QRO-01,OWN-031,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-001263,DOC-10730,Non-Disclosure Agreement - DOC-10730,NDA,Program Management,CHI-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-001334,DOC-10770,Quality Inspection Record - DOC-10770,Quality Record,Engineering,ELP-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-001353,DOC-10780,Standard Operating Procedure - DOC-10780,SOP,Quality,ELP-01,OWN-019,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-001428,DOC-10823,Operational Work Instruction - DOC-10823,Work Instruction,Engineering,CHI-01,OWN-002,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-001474,DOC-10849,Service Contract Agreement - DOC-10849,Contract,Engineering,ELP-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-001492,DOC-10859,Service Contract Agreement - DOC-10859,Contract,Operations,QRO-01,OWN-024,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-001496,DOC-10861,Standard Operating Procedure - DOC-10861,SOP,Supply Chain,CHI-02,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,40,High Risk,3,1,1,1,0
AUD-001519,DOC-10879,Standard Operating Procedure - DOC-10879,SOP,Quality,QRO-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-001561,DOC-10908,Quality Inspection Record - DOC-10908,Quality Record,Quality,ELP-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-001567,DOC-10910,Service Contract Agreement - DOC-10910,Contract,Operations,ELP-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-001575,DOC-10914,Operational Work Instruction - DOC-10914,Work Instruction,Finance,QRO-01,OWN-030,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,40,High Risk,3,1,1,1,0
AUD-001656,DOC-10963,Standard Operating Procedure - DOC-10963,SOP,Supply Chain,MTY-01,OWN-020,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-001663,DOC-10969,Regulatory Compliance Document - DOC-10969,Compliance Document,Compliance,ELP-01,OWN-021,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,40,High Risk,3,1,1,1,0
AUD-000213,DOC-10115,Operational Work Instruction - DOC-10115,Work Instruction,Compliance,CHI-02,OWN-023,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk,2,1,1,0,0
AUD-000284,DOC-10155,Quality Inspection Record - DOC-10155,Quality Record,Program Management,MTY-01,OWN-012,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk,2,1,1,0,0
AUD-000378,DOC-10224,Non-Disclosure Agreement - DOC-10224,NDA,Engineering,CHI-01,,Draft,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,50,High Risk,3,0,2,1,0
AUD-000380,DOC-10224,Non-Disclosure Agreement - DOC-10224,NDA,Engineering,CHI-01,,Draft,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk,3,0,2,1,0
AUD-000384,DOC-10229,Non-Disclosure Agreement - DOC-10229,NDA,Compliance,CHI-02,OWN-050,Draft,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk,3,0,2,1,0
AUD-000386,DOC-10229,Non-Disclosure Agreement - DOC-10229,NDA,Compliance,CHI-02,OWN-050,Draft,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk,3,0,2,1,0
AUD-000404,DOC-10239,Non-Disclosure Agreement - DOC-10239,NDA,Compliance,CHI-02,OWN-022,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk,2,1,1,0,0
AUD-000426,DOC-10252,Quality Inspection Record - DOC-10252,Quality Record,Program Management,CHI-02,OWN-050,Obsolete,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk,2,1,1,0,0
AUD-000470,DOC-10277,Quality Inspection Record - DOC-10277,Quality Record,Supply Chain,MTY-01,OWN-002,Expired,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk,2,1,1,0,0
AUD-000490,DOC-10287,Non-Disclosure Agreement - DOC-10287,NDA,Program Management,CHI-02,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,50,High Risk,2,1,1,0,0
AUD-000611,DOC-10356,Regulatory Compliance Document - DOC-10356,Compliance Document,Compliance,MTY-01,OWN-027,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk,3,0,2,1,0
AUD-000613,DOC-10356,Regulatory Compliance Document - DOC-10356,Compliance Document,Compliance,MTY-01,OWN-027,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk,3,0,2,1,0
AUD-000667,DOC-10383,Regulatory Compliance Document - DOC-10383,Compliance Document,Quality,CHI-01,OWN-040,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk,2,1,1,0,0
AUD-000759,DOC-10453,Standard Operating Procedure - DOC-10453,SOP,Compliance,CHI-02,OWN-024,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk,2,1,1,0,0
AUD-000777,DOC-10461,Operational Work Instruction - DOC-10461,Work Instruction,Compliance,MTY-01,OWN-012,Obsolete,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk,2,1,1,0,0
AUD-000791,DOC-10468,Operational Work Instruction - DOC-10468,Work Instruction,Supply Chain,ELP-01,OWN-023,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk,2,1,1,0,0
AUD-000865,DOC-10516,Non-Disclosure Agreement - DOC-10516,NDA,Compliance,ELP-01,,Obsolete,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,50,High Risk,2,1,1,0,0
AUD-000956,DOC-10565,Operational Work Instruction - DOC-10565,Work Instruction,Quality,CHI-02,OWN-019,Draft,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk,3,0,2,1,0
AUD-000958,DOC-10565,Operational Work Instruction - DOC-10565,Work Instruction,Quality,CHI-02,OWN-019,Draft,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk,3,0,2,1,0
AUD-001175,DOC-10679,Regulatory Compliance Document - DOC-10679,Compliance Document,Program Management,CHI-02,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,50,High Risk,2,1,1,0,0
AUD-001278,DOC-10738,Regulatory Compliance Document - DOC-10738,Compliance Document,Finance,MTY-01,,Pending Approval,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,50,High Risk,2,1,1,0,0
AUD-001579,DOC-10917,Service Contract Agreement - DOC-10917,Contract,Engineering,ELP-01,OWN-030,Expired,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,50,High Risk,3,0,2,1,0
AUD-001581,DOC-10917,Service Contract Agreement - DOC-10917,Contract,Engineering,ELP-01,OWN-030,Expired,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk,3,0,2,1,0
AUD-001593,DOC-10925,Operational Work Instruction - DOC-10925,Work Instruction,Supply Chain,ELP-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,50,High Risk,2,1,1,0,0
AUD-001665,DOC-10970,Standard Operating Procedure - DOC-10970,SOP,Finance,ELP-01,OWN-028,Expired,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,50,High Risk,2,1,1,0,0
AUD-001697,DOC-10992,Service Contract Agreement - DOC-10992,Contract,Supply Chain,QRO-01,OWN-019,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,60,Medium Risk,2,0,2,0,0
AUD-001698,DOC-10992,Service Contract Agreement - DOC-10992,Contract,Supply Chain,QRO-01,OWN-019,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,60,Medium Risk,2,0,2,0,0
AUD-000719,DOC-10425,Non-Disclosure Agreement - DOC-10425,NDA,Program Management,,OWN-050,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,65,Medium Risk,3,0,1,1,1
AUD-001330,DOC-10768,Non-Disclosure Agreement - DOC-10768,NDA,,CHI-02,OWN-007,Expired,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,65,Medium Risk,3,0,1,1,1
AUD-001618,DOC-10942,Regulatory Compliance Document - DOC-10942,Compliance Document,,CHI-02,OWN-030,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,65,Medium Risk,3,0,1,1,1
AUD-000077,DOC-10038,Non-Disclosure Agreement - DOC-10038,NDA,Engineering,CHI-02,,Draft,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,70,Medium Risk,2,0,1,1,0
AUD-000357,DOC-10209,Operational Work Instruction - DOC-10209,Work Instruction,Program Management,CHI-02,OWN-040,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk,2,0,1,1,0
AUD-000361,DOC-10214,Non-Disclosure Agreement - DOC-10214,NDA,Quality,MTY-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,70,Medium Risk,2,0,1,1,0
AUD-000390,DOC-10231,Quality Inspection Record - DOC-10231,Quality Record,Supply Chain,QRO-01,OWN-012,Draft,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk,2,0,1,1,0
AUD-000411,DOC-10245,Operational Work Instruction - DOC-10245,Work Instruction,Quality,CHI-02,OWN-037,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk,2,0,1,1,0
AUD-000438,DOC-10259,Non-Disclosure Agreement - DOC-10259,NDA,Operations,CHI-01,OWN-002,Draft,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk,2,0,1,1,0
AUD-000650,DOC-10374,Regulatory Compliance Document - DOC-10374,Compliance Document,Operations,CHI-01,OWN-050,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk,2,0,1,1,0
AUD-000700,DOC-10409,Regulatory Compliance Document - DOC-10409,Compliance Document,Finance,ELP-01,OWN-019,Active,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk,2,0,1,1,0
AUD-000704,DOC-10413,Service Contract Agreement - DOC-10413,Contract,Operations,MTY-01,,Active,DQ-002,Missing Document Owner,High,True,Document does not have an assigned owner.,Assign an active document owner.,10,70,Medium Risk,2,0,1,1,0
AUD-000718,DOC-10424,Operational Work Instruction - DOC-10424,Work Instruction,Operations,CHI-01,OWN-026,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk,2,0,1,1,0
AUD-000820,DOC-10488,Non-Disclosure Agreement - DOC-10488,NDA,Compliance,ELP-01,OWN-026,Active,DQ-014,Invalid Approval History,High,True,"Document is marked as approved, but no approval record exists in the approval history file.",Add the missing approval history record or correct the approval status.,10,70,Medium Risk,2,0,1,1,0
AUD-000894,DOC-10530,Standard Operating Procedure - DOC-10530,SOP,Quality,ELP-01,OWN-002,Draft,DQ-003,Inactive Owner Assigned,High,True,Document is assigned to an inactive owner.,Reassign the document to an active owner.,10,70,Medium Risk,2,0,1,1,0
