document_id,document_title,document_type,business_area,plant,owner_id,status,approval_status,confidentiality_level,total_issues,critical_issues,high_issues,medium_issues,low_issues,total_penalty_points,data_quality_score,risk_category
DOC-10325,Service Contract Agreement - DOC-10325,Contract,Supply Chain,CHI-02,OWN-001,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10328,Non-Disclosure Agreement - DOC-10328,NDA,Operations,QRO-01,OWN-044,Active,Pending,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10331,Quality Inspection Record - DOC-10331,Quality Record,Engineering,MTY-01,OWN-016,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10334,Non-Disclosure Agreement - DOC-10334,NDA,Compliance,MTY-01,OWN-029,Draft,Missing,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10335,Quality Inspection Record - DOC-10335,Quality Record,Engineering,QRO-01,OWN-041,Active,Pending,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10337,Service Contract Agreement - DOC-10337,Contract,Quality,CHI-02,OWN-048,Draft,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10350,Non-Disclosure Agreement - DOC-10350,NDA,Quality,ELP-01,OWN-040,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10361,Standard Operating Procedure - DOC-10361,SOP,Quality,MTY-01,OWN-031,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10363,Service Contract Agreement - DOC-10363,Contract,Operations,CHI-02,OWN-004,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10367,Quality Inspection Record - DOC-10367,Quality Record,Engineering,MTY-01,OWN-034,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10368,Regulatory Compliance Document - DOC-10368,Compliance Document,Supply Chain,CHI-01,OWN-009,Active,Approved,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10379,Non-Disclosure Agreement - DOC-10379,NDA,Program Management,QRO-01,OWN-021,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10381,Operational Work Instruction - DOC-10381,Work Instruction,Quality,CHI-02,OWN-032,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10386,Non-Disclosure Agreement - DOC-10386,NDA,Engineering,ELP-01,OWN-004,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10390,Standard Operating Procedure - DOC-10390,SOP,Quality,MTY-01,OWN-040,Draft,Rejected,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10393,Regulatory Compliance Document - DOC-10393,Compliance Document,Supply Chain,CHI-02,OWN-048,Draft,Missing,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10405,Operational Work Instruction - DOC-10405,Work Instruction,Supply Chain,ELP-01,OWN-041,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10416,Non-Disclosure Agreement - DOC-10416,NDA,Operations,QRO-01,OWN-034,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10435,Service Contract Agreement - DOC-10435,Contract,Supply Chain,QRO-01,OWN-033,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10436,Operational Work Instruction - DOC-10436,Work Instruction,Supply Chain,QRO-01,OWN-047,Obsolete,Pending,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10447,Quality Inspection Record - DOC-10447,Quality Record,Supply Chain,CHI-02,OWN-008,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10455,Regulatory Compliance Document - DOC-10455,Compliance Document,Program Management,MTY-01,OWN-032,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10460,Non-Disclosure Agreement - DOC-10460,NDA,Program Management,QRO-01,OWN-011,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10467,Non-Disclosure Agreement - DOC-10467,NDA,Quality,QRO-01,OWN-015,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10471,Service Contract Agreement - DOC-10471,Contract,Finance,MTY-01,OWN-003,Draft,Missing,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10472,Operational Work Instruction - DOC-10472,Work Instruction,Engineering,ELP-01,OWN-036,Draft,Pending,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10473,Service Contract Agreement - DOC-10473,Contract,Operations,CHI-02,OWN-046,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10478,Quality Inspection Record - DOC-10478,Quality Record,Supply Chain,CHI-01,OWN-029,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10495,Service Contract Agreement - DOC-10495,Contract,Engineering,QRO-01,OWN-024,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10500,Service Contract Agreement - DOC-10500,Contract,Program Management,MTY-01,OWN-014,Active,Approved,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10506,Non-Disclosure Agreement - DOC-10506,NDA,Operations,ELP-01,OWN-048,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10535,Service Contract Agreement - DOC-10535,Contract,Program Management,ELP-01,OWN-029,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10550,Regulatory Compliance Document - DOC-10550,Compliance Document,Program Management,CHI-02,OWN-006,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10571,Standard Operating Procedure - DOC-10571,SOP,Operations,CHI-02,OWN-049,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10583,Standard Operating Procedure - DOC-10583,SOP,Operations,CHI-01,OWN-020,Active,Approved,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10590,Non-Disclosure Agreement - DOC-10590,NDA,Engineering,CHI-02,OWN-010,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10599,Quality Inspection Record - DOC-10599,Quality Record,Quality,CHI-01,OWN-008,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10600,Non-Disclosure Agreement - DOC-10600,NDA,Program Management,QRO-01,OWN-049,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10611,Operational Work Instruction - DOC-10611,Work Instruction,Compliance,QRO-01,OWN-046,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10612,Standard Operating Procedure - DOC-10612,SOP,Finance,ELP-01,OWN-009,Active,Pending,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10617,Non-Disclosure Agreement - DOC-10617,NDA,Supply Chain,CHI-02,OWN-010,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10620,Non-Disclosure Agreement - DOC-10620,NDA,Finance,CHI-02,OWN-045,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10635,Operational Work Instruction - DOC-10635,Work Instruction,Finance,ELP-01,OWN-020,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10644,Regulatory Compliance Document - DOC-10644,Compliance Document,Engineering,CHI-02,OWN-004,Draft,Approved,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10664,Regulatory Compliance Document - DOC-10664,Compliance Document,Quality,CHI-02,OWN-032,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10667,Non-Disclosure Agreement - DOC-10667,NDA,Compliance,ELP-01,OWN-032,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10668,Standard Operating Procedure - DOC-10668,SOP,Program Management,MTY-01,OWN-004,Draft,Missing,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10669,Regulatory Compliance Document - DOC-10669,Compliance Document,Finance,MTY-01,OWN-018,Draft,Missing,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10672,Quality Inspection Record - DOC-10672,Quality Record,Supply Chain,MTY-01,OWN-020,Draft,Pending,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10674,Regulatory Compliance Document - DOC-10674,Compliance Document,Program Management,QRO-01,OWN-047,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10676,Standard Operating Procedure - DOC-10676,SOP,Finance,QRO-01,OWN-021,Obsolete,Missing,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10695,Service Contract Agreement - DOC-10695,Contract,Program Management,CHI-02,OWN-005,Active,Approved,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10707,Operational Work Instruction - DOC-10707,Work Instruction,Engineering,MTY-01,OWN-018,Active,Missing,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10708,Non-Disclosure Agreement - DOC-10708,NDA,Quality,MTY-01,OWN-009,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10711,Operational Work Instruction - DOC-10711,Work Instruction,Program Management,ELP-01,OWN-040,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10720,Non-Disclosure Agreement - DOC-10720,NDA,Compliance,QRO-01,OWN-037,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10734,Non-Disclosure Agreement - DOC-10734,NDA,Quality,CHI-02,OWN-008,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10735,Operational Work Instruction - DOC-10735,Work Instruction,Operations,ELP-01,OWN-044,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10747,Non-Disclosure Agreement - DOC-10747,NDA,Compliance,CHI-01,OWN-039,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10752,Non-Disclosure Agreement - DOC-10752,NDA,Quality,ELP-01,OWN-005,Draft,Missing,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10755,Operational Work Instruction - DOC-10755,Work Instruction,Compliance,CHI-01,OWN-021,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10775,Regulatory Compliance Document - DOC-10775,Compliance Document,Operations,QRO-01,OWN-006,Obsolete,Missing,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10777,Operational Work Instruction - DOC-10777,Work Instruction,Supply Chain,CHI-02,OWN-021,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10784,Non-Disclosure Agreement - DOC-10784,NDA,Finance,ELP-01,OWN-001,Active,Approved,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10790,Service Contract Agreement - DOC-10790,Contract,Supply Chain,CHI-01,OWN-047,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10791,Standard Operating Procedure - DOC-10791,SOP,Quality,QRO-01,OWN-017,Draft,Missing,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10794,Non-Disclosure Agreement - DOC-10794,NDA,Program Management,ELP-01,OWN-007,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10795,Regulatory Compliance Document - DOC-10795,Compliance Document,Program Management,MTY-01,OWN-024,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10800,Quality Inspection Record - DOC-10800,Quality Record,Compliance,ELP-01,OWN-040,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10802,Regulatory Compliance Document - DOC-10802,Compliance Document,Engineering,CHI-01,OWN-022,Active,Rejected,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10806,Regulatory Compliance Document - DOC-10806,Compliance Document,Quality,CHI-01,OWN-010,Active,Approved,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10813,Standard Operating Procedure - DOC-10813,SOP,Operations,QRO-01,OWN-021,Active,Pending,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10834,Standard Operating Procedure - DOC-10834,SOP,Operations,QRO-01,OWN-035,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10836,Quality Inspection Record - DOC-10836,Quality Record,Supply Chain,MTY-01,OWN-005,Draft,Pending,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10838,Operational Work Instruction - DOC-10838,Work Instruction,Supply Chain,MTY-01,OWN-035,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10844,Operational Work Instruction - DOC-10844,Work Instruction,Compliance,MTY-01,OWN-048,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10860,Service Contract Agreement - DOC-10860,Contract,Engineering,ELP-01,OWN-016,Active,Pending,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10865,Quality Inspection Record - DOC-10865,Quality Record,Engineering,CHI-01,OWN-042,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10867,Service Contract Agreement - DOC-10867,Contract,Engineering,MTY-01,OWN-040,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10868,Operational Work Instruction - DOC-10868,Work Instruction,Program Management,CHI-02,OWN-015,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10873,Service Contract Agreement - DOC-10873,Contract,Supply Chain,MTY-01,OWN-047,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10874,Non-Disclosure Agreement - DOC-10874,NDA,Finance,CHI-02,OWN-017,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10887,Operational Work Instruction - DOC-10887,Work Instruction,Supply Chain,CHI-02,OWN-007,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10894,Service Contract Agreement - DOC-10894,Contract,Operations,QRO-01,OWN-045,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10897,Service Contract Agreement - DOC-10897,Contract,Quality,CHI-01,OWN-018,Obsolete,Missing,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10901,Regulatory Compliance Document - DOC-10901,Compliance Document,Quality,CHI-01,OWN-014,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10906,Quality Inspection Record - DOC-10906,Quality Record,Operations,CHI-01,OWN-013,Active,Pending,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10916,Non-Disclosure Agreement - DOC-10916,NDA,Finance,CHI-02,OWN-011,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10918,Non-Disclosure Agreement - DOC-10918,NDA,Engineering,CHI-01,OWN-044,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10922,Service Contract Agreement - DOC-10922,Contract,Operations,CHI-02,OWN-028,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10923,Service Contract Agreement - DOC-10923,Contract,Engineering,CHI-02,OWN-044,Draft,Pending,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10928,Regulatory Compliance Document - DOC-10928,Compliance Document,Operations,MTY-01,OWN-016,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10931,Quality Inspection Record - DOC-10931,Quality Record,Engineering,CHI-02,OWN-045,Active,Pending,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10933,Standard Operating Procedure - DOC-10933,SOP,Finance,MTY-01,OWN-046,Active,Approved,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10935,Service Contract Agreement - DOC-10935,Contract,Engineering,CHI-01,OWN-003,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10943,Standard Operating Procedure - DOC-10943,SOP,Finance,CHI-01,OWN-016,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10945,Standard Operating Procedure - DOC-10945,SOP,Program Management,CHI-01,OWN-046,Draft,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10947,Regulatory Compliance Document - DOC-10947,Compliance Document,Engineering,ELP-01,OWN-022,Active,Approved,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10953,Operational Work Instruction - DOC-10953,Work Instruction,Engineering,QRO-01,OWN-043,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10959,Standard Operating Procedure - DOC-10959,SOP,Engineering,QRO-01,OWN-020,Draft,Missing,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10960,Operational Work Instruction - DOC-10960,Work Instruction,Program Management,CHI-02,OWN-029,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10987,Regulatory Compliance Document - DOC-10987,Compliance Document,Finance,QRO-01,OWN-047,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10989,Service Contract Agreement - DOC-10989,Contract,Program Management,QRO-01,OWN-001,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10996,Regulatory Compliance Document - DOC-10996,Compliance Document,Program Management,MTY-01,OWN-020,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10992,Service Contract Agreement - DOC-10992,Contract,Supply Chain,QRO-01,OWN-019,Active,Approved,Internal,2,0,2,0,0,40,60,Medium Risk
DOC-10275,Regulatory Compliance Document - DOC-10275,Compliance Document,Operations,,OWN-047,Active,Approved,Confidential,2,1,0,0,1,35,65,Medium Risk
DOC-10369,Quality Inspection Record - DOC-10369,Quality Record,Supply Chain,,OWN-045,Active,Approved,Public,2,1,0,0,1,35,65,Medium Risk
DOC-10399,Standard Operating Procedure - DOC-10399,SOP,,CHI-01,OWN-040,Obsolete,Missing,Confidential,2,1,0,0,1,35,65,Medium Risk
DOC-10465,Non-Disclosure Agreement - DOC-10465,NDA,,CHI-02,OWN-040,Expired,Pending,Confidential,2,1,0,0,1,35,65,Medium Risk
DOC-10491,Standard Operating Procedure - DOC-10491,SOP,,MTY-01,OWN-018,Active,Approved,Confidential,2,1,0,0,1,35,65,Medium Risk
DOC-10522,Operational Work Instruction - DOC-10522,Work Instruction,,QRO-01,OWN-034,Expired,Rejected,Confidential,2,1,0,0,1,35,65,Medium Risk
DOC-10891,Non-Disclosure Agreement - DOC-10891,NDA,,MTY-01,OWN-009,Active,Missing,Internal,2,1,0,0,1,35,65,Medium Risk
DOC-10425,Non-Disclosure Agreement - DOC-10425,NDA,Program Management,,OWN-050,Active,Approved,Confidential,3,0,1,1,1,35,65,Medium Risk
DOC-10768,Non-Disclosure Agreement - DOC-10768,NDA,,CHI-02,OWN-007,Expired,Approved,Internal,3,0,1,1,1,35,65,Medium Risk
DOC-10942,Regulatory Compliance Document - DOC-10942,Compliance Document,,CHI-02,OWN-030,Active,Approved,Restricted,3,0,1,1,1,35,65,Medium Risk
DOC-10010,Standard Operating Procedure - DOC-10010,SOP,Compliance,CHI-02,OWN-024,Expired,Rejected,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10036,Standard Operating Procedure - DOC-10036,SOP,Engineering,ELP-01,OWN-028,Expired,Missing,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10050,Service Contract Agreement - DOC-10050,Contract,Compliance,CHI-02,OWN-006,Active,Approved,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10053,Operational Work Instruction - DOC-10053,Work Instruction,Supply Chain,ELP-01,OWN-013,Active,Missing,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10069,Quality Inspection Record - DOC-10069,Quality Record,Compliance,QRO-01,OWN-008,Pending Approval,Missing,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10075,Quality Inspection Record - DOC-10075,Quality Record,Operations,CHI-02,OWN-008,Active,Rejected,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10087,Regulatory Compliance Document - DOC-10087,Compliance Document,Program Management,CHI-02,OWN-008,Active,Approved,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10089,Operational Work Instruction - DOC-10089,Work Instruction,Engineering,ELP-01,OWN-041,Expired,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10130,Quality Inspection Record - DOC-10130,Quality Record,Engineering,CHI-01,OWN-031,Active,Pending,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10136,Standard Operating Procedure - DOC-10136,SOP,Compliance,QRO-01,OWN-018,Pending Approval,Missing,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10144,Regulatory Compliance Document - DOC-10144,Compliance Document,Operations,QRO-01,OWN-024,Active,Approved,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10164,Non-Disclosure Agreement - DOC-10164,NDA,Supply Chain,CHI-01,OWN-018,Active,Approved,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10178,Operational Work Instruction - DOC-10178,Work Instruction,Program Management,ELP-01,OWN-044,Active,Pending,Public,1,1,0,0,0,30,70,Medium Risk
DOC-10184,Non-Disclosure Agreement - DOC-10184,NDA,Finance,CHI-02,OWN-046,Active,Approved,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10199,Service Contract Agreement - DOC-10199,Contract,Operations,MTY-01,OWN-007,Expired,Approved,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10218,Regulatory Compliance Document - DOC-10218,Compliance Document,Supply Chain,CHI-02,OWN-032,Obsolete,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10225,Non-Disclosure Agreement - DOC-10225,NDA,Operations,MTY-01,OWN-022,Pending Approval,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10233,Non-Disclosure Agreement - DOC-10233,NDA,Engineering,CHI-02,OWN-021,Active,Approved,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10244,Non-Disclosure Agreement - DOC-10244,NDA,Finance,CHI-02,OWN-004,Expired,Pending,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10253,Non-Disclosure Agreement - DOC-10253,NDA,Engineering,MTY-01,OWN-024,Active,Pending,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10260,Quality Inspection Record - DOC-10260,Quality Record,Program Management,QRO-01,OWN-031,Obsolete,Missing,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10263,Service Contract Agreement - DOC-10263,Contract,Quality,ELP-01,OWN-010,Active,Approved,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10280,Regulatory Compliance Document - DOC-10280,Compliance Document,Quality,QRO-01,OWN-049,Pending Approval,Approved,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10286,Quality Inspection Record - DOC-10286,Quality Record,Quality,CHI-02,OWN-028,Active,Pending,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10304,Regulatory Compliance Document - DOC-10304,Compliance Document,Program Management,QRO-01,OWN-044,Active,Rejected,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10343,Quality Inspection Record - DOC-10343,Quality Record,Program Management,MTY-01,OWN-001,Active,Approved,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10357,Quality Inspection Record - DOC-10357,Quality Record,Quality,MTY-01,OWN-004,Active,Missing,Public,1,1,0,0,0,30,70,Medium Risk
DOC-10387,Non-Disclosure Agreement - DOC-10387,NDA,Quality,CHI-02,OWN-007,Active,Missing,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10389,Standard Operating Procedure - DOC-10389,SOP,Quality,CHI-02,OWN-017,Expired,Rejected,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10417,Non-Disclosure Agreement - DOC-10417,NDA,Program Management,QRO-01,OWN-047,Active,Missing,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10423,Service Contract Agreement - DOC-10423,Contract,Engineering,MTY-01,OWN-006,Obsolete,Pending,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10434,Service Contract Agreement - DOC-10434,Contract,Engineering,CHI-02,OWN-040,Active,Approved,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10441,Operational Work Instruction - DOC-10441,Work Instruction,Quality,MTY-01,OWN-039,Active,Missing,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10459,Service Contract Agreement - DOC-10459,Contract,Quality,ELP-01,OWN-009,Active,Approved,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10466,Service Contract Agreement - DOC-10466,Contract,Engineering,CHI-02,OWN-047,Obsolete,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10469,Service Contract Agreement - DOC-10469,Contract,Finance,CHI-02,OWN-015,Active,Rejected,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10484,Standard Operating Procedure - DOC-10484,SOP,Operations,QRO-01,OWN-036,Expired,Pending,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10490,Regulatory Compliance Document - DOC-10490,Compliance Document,Operations,QRO-01,OWN-009,Pending Approval,Pending,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10511,Operational Work Instruction - DOC-10511,Work Instruction,Quality,ELP-01,OWN-007,Expired,Pending,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10518,Non-Disclosure Agreement - DOC-10518,NDA,Operations,QRO-01,OWN-021,Expired,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10527,Regulatory Compliance Document - DOC-10527,Compliance Document,Engineering,MTY-01,OWN-037,Expired,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10586,Regulatory Compliance Document - DOC-10586,Compliance Document,Compliance,CHI-01,OWN-003,Expired,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10594,Service Contract Agreement - DOC-10594,Contract,Quality,CHI-01,OWN-001,Obsolete,Pending,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10595,Non-Disclosure Agreement - DOC-10595,NDA,Engineering,CHI-01,OWN-025,Pending Approval,Missing,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10596,Service Contract Agreement - DOC-10596,Contract,Quality,QRO-01,OWN-045,Obsolete,Approved,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10597,Quality Inspection Record - DOC-10597,Quality Record,Operations,QRO-01,OWN-049,Pending Approval,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10623,Quality Inspection Record - DOC-10623,Quality Record,Quality,MTY-01,OWN-041,Expired,Missing,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10625,Service Contract Agreement - DOC-10625,Contract,Operations,CHI-01,OWN-029,Expired,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10645,Service Contract Agreement - DOC-10645,Contract,Supply Chain,MTY-01,OWN-044,Active,Approved,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10655,Service Contract Agreement - DOC-10655,Contract,Operations,MTY-01,OWN-006,Active,Missing,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10656,Quality Inspection Record - DOC-10656,Quality Record,Quality,QRO-01,OWN-028,Expired,Rejected,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10658,Service Contract Agreement - DOC-10658,Contract,Finance,CHI-01,OWN-026,Active,Missing,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10671,Operational Work Instruction - DOC-10671,Work Instruction,Compliance,CHI-02,OWN-045,Obsolete,Missing,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10687,Regulatory Compliance Document - DOC-10687,Compliance Document,Program Management,CHI-01,OWN-005,Obsolete,Pending,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10690,Non-Disclosure Agreement - DOC-10690,NDA,Finance,ELP-01,OWN-028,Pending Approval,Missing,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10699,Non-Disclosure Agreement - DOC-10699,NDA,Engineering,ELP-01,OWN-046,Pending Approval,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10718,Service Contract Agreement - DOC-10718,Contract,Supply Chain,CHI-02,OWN-020,Obsolete,Pending,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10723,Service Contract Agreement - DOC-10723,Contract,Compliance,CHI-02,OWN-010,Active,Missing,Internal,1,1,0,0,0,30,70,Medium Risk
