document_id,document_type,document_title,business_area,plant,owner_id,status,version,effective_date,expiration_date,last_review_date,next_review_date,approval_status,confidentiality_level,file_reference,created_date,updated_date
DOC-10517,Quality Record,Quality Inspection Record - DOC-10517,Operations,ELP-01,OWN-002,Active,v4.9,2023-08-25,2024-06-17,2024-03-14,2024-10-23,Approved,Public,SAP/DOCS/DOC-10517.pdf,2023-08-05,2025-01-14
DOC-10518,NDA,Non-Disclosure Agreement - DOC-10518,Operations,QRO-01,OWN-021,Expired,v1.3,2023-05-29,2024-12-15,2024-04-15,2025-01-19,Missing,Restricted,SAP/DOCS/DOC-10518.pdf,2023-05-08,2024-04-17
DOC-10519,Compliance Document,Regulatory Compliance Document - DOC-10519,Engineering,,OWN-041,Active,v5.3,2024-12-20,2026-09-07,2025-05-02,2026-03-05,Pending,Confidential,SAP/DOCS/DOC-10519.pdf,2024-11-26,2025-09-17
DOC-10520,SOP,Standard Operating Procedure - DOC-10520,Operations,MTY-01,OWN-038,Pending Approval,v1.9,2025-07-09,2027-10-06,2025-09-24,2026-09-22,Approved,Internal,SAP/DOCS/DOC-10520.pdf,2025-06-24,2026-12-20
DOC-10521,Contract,Service Contract Agreement - DOC-10521,Finance,QRO-01,OWN-028,Active,v4.6,2023-10-09,2025-02-09,2024-07-23,2025-04-05,Missing,Restricted,,2023-08-28,2024-05-12
DOC-10522,Work Instruction,Operational Work Instruction - DOC-10522,,QRO-01,OWN-034,Expired,v2.7,2026-04-30,2026-11-15,2027-04-16,2028-04-10,Rejected,Confidential,SAP/DOCS/DOC-10522.pdf,2026-04-18,2027-01-18
DOC-10523,Quality Record,Quality Inspection Record - DOC-10523,,ELP-01,OWN-013,Draft,v2.4,2025-10-04,2028-01-03,2025-12-03,,Approved,Internal,SAP/DOCS/DOC-10523.pdf,2025-08-28,2026-11-17
DOC-10524,NDA,Non-Disclosure Agreement - DOC-10524,Quality,CHI-01,OWN-017,Expired,v2.1,2025-08-02,2026-11-18,2026-07-28,,Approved,Internal,SAP/DOCS/DOC-10524.pdf,2025-07-15,2025-12-16
DOC-10525,Contract,Service Contract Agreement - DOC-10525,Supply Chain,ELP-01,OWN-028,Obsolete,v2.4,2025-01-17,2026-11-25,2025-11-29,2026-09-16,Approved,Public,SAP/DOCS/DOC-10525.pdf,2024-12-18,2025-05-07
DOC-10526,SOP,Standard Operating Procedure - DOC-10526,Operations,ELP-01,OWN-004,Expired,v5.4,2024-04-29,2024-12-08,2025-02-01,2025-08-05,Rejected,Public,SAP/DOCS/DOC-10526.pdf,2024-03-18,2024-05-23
DOC-10527,Compliance Document,Regulatory Compliance Document - DOC-10527,Engineering,MTY-01,OWN-037,Expired,v5.9,2023-10-20,2024-09-07,2024-03-18,2024-10-12,Missing,Restricted,SAP/DOCS/DOC-10527.pdf,2023-09-24,2025-03-15
DOC-10528,NDA,Non-Disclosure Agreement - DOC-10528,Quality,CHI-02,OWN-048,Active,v2.2,2023-12-20,2025-05-20,2024-11-13,2025-08-19,Pending,Restricted,SAP/DOCS/DOC-10528.pdf,2023-11-29,2024-03-18
DOC-10529,SOP,Standard Operating Procedure - DOC-10529,Compliance,CHI-02,OWN-024,Active,v5.6,2024-10-02,2025-05-27,2025-07-10,2026-05-22,Missing,Internal,SAP/DOCS/DOC-10529.pdf,2024-08-25,2025-12-25
DOC-10530,SOP,Standard Operating Procedure - DOC-10530,Quality,ELP-01,OWN-002,Draft,v1.0,2024-02-07,2025-12-04,2024-09-12,2025-05-28,Approved,Restricted,SAP/DOCS/DOC-10530.pdf,2024-01-14,2025-12-02
DOC-10531,Quality Record,Quality Inspection Record - DOC-10531,Supply Chain,CHI-02,OWN-029,Active,v4.4,2025-05-19,2026-03-19,2026-03-18,2026-11-13,Missing,Restricted,SAP/DOCS/DOC-10531.pdf,2025-04-05,2026-02-08
DOC-10532,SOP,Standard Operating Procedure - DOC-10532,Compliance,MTY-01,OWN-027,Active,v1.7,2024-03-15,2026-06-19,2024-09-23,2025-09-02,Pending,Internal,SAP/DOCS/DOC-10532.pdf,2024-02-15,2025-06-12
DOC-10533,SOP,Standard Operating Procedure - DOC-10533,Compliance,CHI-01,OWN-005,Obsolete,v5.5,2023-10-26,2026-04-08,2024-04-06,2025-02-09,Approved,Confidential,SAP/DOCS/DOC-10533.pdf,2023-10-15,2025-01-22
DOC-10534,NDA,Non-Disclosure Agreement - DOC-10534,Supply Chain,CHI-02,OWN-001,Active,v3.9,2024-05-14,2026-02-07,2025-05-07,2025-12-07,Missing,Confidential,SAP/DOCS/DOC-10534.pdf,2024-04-03,2024-06-27
DOC-10535,Contract,Service Contract Agreement - DOC-10535,Program Management,ELP-01,OWN-029,Active,v3.2,2024-01-23,2026-06-23,2024-09-19,2025-06-07,Approved,Confidential,SAP/DOCS/DOC-10535.pdf,2023-12-15,2025-08-14
DOC-10536,SOP,Standard Operating Procedure - DOC-10536,Quality,CHI-01,OWN-037,Active,v5.9,2025-08-12,2026-08-13,2026-03-31,2027-01-01,Approved,Restricted,SAP/DOCS/DOC-10536.pdf,2025-07-19,2027-04-22
DOC-10537,Work Instruction,Operational Work Instruction - DOC-10537,Supply Chain,CHI-01,OWN-039,Active,v3.2,2024-03-07,2025-10-18,2025-02-16,2025-12-02,Missing,Restricted,SAP/DOCS/DOC-10537.pdf,2024-03-03,2025-10-05
DOC-10538,Compliance Document,Regulatory Compliance Document - DOC-10538,Operations,CHI-02,OWN-046,Active,v3.4,2025-11-21,2025-08-31,2026-02-19,2026-10-14,Approved,Restricted,SAP/DOCS/DOC-10538.pdf,2025-10-08,2027-02-27
DOC-10539,Work Instruction,Operational Work Instruction - DOC-10539,Finance,MTY-01,OWN-012,Draft,v3.4,2024-06-26,2026-11-16,2024-10-30,2025-08-13,Approved,Internal,SAP/DOCS/DOC-10539.pdf,2024-06-07,2025-02-04
DOC-10540,Contract,Service Contract Agreement - DOC-10540,Compliance,QRO-01,OWN-021,Active,,2025-10-23,2026-05-01,2026-07-20,,Missing,Restricted,SAP/DOCS/DOC-10540.pdf,2025-10-17,2026-12-25
DOC-10541,SOP,Standard Operating Procedure - DOC-10541,Engineering,QRO-01,OWN-031,Active,v5.0,2026-05-11,2026-12-30,2026-11-27,2027-07-25,Missing,Restricted,SAP/DOCS/DOC-10541.pdf,2026-05-07,2026-05-13
DOC-10542,Quality Record,Quality Inspection Record - DOC-10542,Operations,CHI-02,OWN-003,Active,v5.7,2025-07-22,2027-02-01,2025-10-27,2026-09-15,Approved,Internal,SAP/DOCS/DOC-10542.pdf,2025-06-09,2026-05-23
DOC-10543,NDA,Non-Disclosure Agreement - DOC-10543,Engineering,ELP-01,OWN-021,Active,v3.5,2026-04-11,2027-03-02,2026-09-21,2025-10-25,Approved,Internal,SAP/DOCS/DOC-10543.pdf,2026-03-14,2027-05-29
DOC-10544,Quality Record,Quality Inspection Record - DOC-10544,Compliance,MTY-01,OWN-021,Draft,v2.8,2024-10-18,2026-03-02,2025-06-28,2026-02-05,Pending,Internal,SAP/DOCS/DOC-10544.pdf,2024-09-14,2026-07-20
DOC-10545,NDA,Non-Disclosure Agreement - DOC-10545,Operations,ELP-01,OWN-017,Draft,v1.7,2023-07-28,2023-06-28,2023-09-14,2024-07-10,Approved,Internal,SAP/DOCS/DOC-10545.pdf,2025-03-04,2023-08-24
DOC-10546,Compliance Document,Regulatory Compliance Document - DOC-10546,Program Management,ELP-01,OWN-023,Expired,v2.2,2025-11-17,2026-09-08,2026-03-02,2026-09-29,Approved,Restricted,SAP/DOCS/DOC-10546.pdf,2025-10-16,2027-03-21
DOC-10547,Quality Record,Quality Inspection Record - DOC-10547,Supply Chain,ELP-01,,Draft,v4.1,2024-07-08,2025-01-08,2025-05-03,2026-03-25,Approved,Public,SAP/DOCS/DOC-10547.pdf,2024-05-31,2025-05-03
DOC-10548,Compliance Document,Regulatory Compliance Document - DOC-10548,Engineering,QRO-01,OWN-021,Pending Approval,v4.7,2023-12-24,2025-07-08,2024-11-20,2025-06-15,Approved,Public,SAP/DOCS/DOC-10548.pdf,2023-11-28,2025-09-02
DOC-10549,Compliance Document,Regulatory Compliance Document - DOC-10549,Program Management,CHI-01,OWN-047,Active,v5.2,2023-08-02,2025-10-27,2024-04-19,2025-01-07,Missing,Restricted,SAP/DOCS/DOC-10549.pdf,2023-06-21,2024-01-24
DOC-10550,Compliance Document,Regulatory Compliance Document - DOC-10550,Program Management,CHI-02,OWN-006,Active,v4.1,2023-07-20,2025-07-29,2024-06-22,2025-03-26,Approved,Internal,SAP/DOCS/DOC-10550.pdf,2023-07-15,2023-08-06
DOC-10551,Contract,Service Contract Agreement - DOC-10551,Engineering,CHI-01,OWN-008,Active,v3.9,2025-07-14,2027-11-03,2026-07-13,2027-02-17,Approved,Confidential,SAP/DOCS/DOC-10551.pdf,2025-06-25,2025-11-07
DOC-10552,SOP,Standard Operating Procedure - DOC-10552,Quality,MTY-01,OWN-037,Active,v4.5,2026-01-18,2027-08-18,2026-10-18,2027-06-23,Approved,Public,SAP/DOCS/DOC-10552.pdf,2025-12-20,2027-09-10
DOC-10553,Compliance Document,Regulatory Compliance Document - DOC-10553,Compliance,QRO-01,OWN-015,Active,v4.8,2023-07-17,2024-12-27,2024-04-09,2025-03-28,Approved,Confidential,SAP/DOCS/DOC-10553.pdf,2023-06-14,2025-03-20
DOC-10554,NDA,Non-Disclosure Agreement - DOC-10554,Engineering,QRO-01,OWN-009,Active,,2025-09-10,2027-07-11,2026-03-12,2026-10-16,Approved,Internal,SAP/DOCS/DOC-10554.pdf,2025-09-04,2026-11-16
DOC-10555,NDA,Non-Disclosure Agreement - DOC-10555,Engineering,QRO-01,OWN-027,Expired,v5.4,2023-07-27,2024-05-12,2024-05-13,2025-02-25,Approved,Confidential,SAP/DOCS/DOC-10555.pdf,2023-06-24,2024-06-22
DOC-10556,NDA,Non-Disclosure Agreement - DOC-10556,Finance,MTY-01,OWN-012,Obsolete,v4.4,2023-05-04,2025-09-07,2024-01-25,2024-09-06,Pending,Public,SAP/DOCS/DOC-10556.pdf,2023-04-26,2024-03-13
DOC-10557,Compliance Document,Regulatory Compliance Document - DOC-10557,Supply Chain,CHI-01,OWN-006,Active,,2024-10-08,2025-10-14,2025-02-23,2025-10-08,Pending,Confidential,SAP/DOCS/DOC-10557.pdf,2024-09-16,2026-03-18
DOC-10558,Work Instruction,Operational Work Instruction - DOC-10558,Finance,QRO-01,OWN-026,Active,,2024-04-20,2026-02-17,2025-01-10,2026-01-02,Rejected,Restricted,SAP/DOCS/DOC-10558.pdf,2024-03-09,2025-01-14
DOC-10559,SOP,Standard Operating Procedure - DOC-10559,Operations,CHI-02,OWN-001,Expired,v2.0,2025-06-29,2026-03-25,2025-10-01,2026-05-03,Approved,Confidential,,2025-06-09,2026-01-10
DOC-10560,Compliance Document,Regulatory Compliance Document - DOC-10560,Operations,MTY-01,OWN-010,Active,v2.2,2026-04-13,2027-01-06,2026-10-14,2027-08-08,Approved,Public,SAP/DOCS/DOC-10560.pdf,2026-03-31,2027-06-30
DOC-10561,NDA,Non-Disclosure Agreement - DOC-10561,Compliance,QRO-01,OWN-004,Draft,v4.6,2024-08-14,2025-12-08,2025-07-01,2026-04-07,Approved,Internal,SAP/DOCS/DOC-10561.pdf,2024-08-01,2025-12-22
DOC-10562,Quality Record,Quality Inspection Record - DOC-10562,Finance,CHI-01,OWN-033,Obsolete,v4.3,2024-11-11,2026-09-21,2025-07-03,2026-05-03,Approved,Confidential,SAP/DOCS/DOC-10562.pdf,2024-11-08,2025-01-10
DOC-10563,Work Instruction,Operational Work Instruction - DOC-10563,Supply Chain,,OWN-031,Expired,v3.7,2026-05-05,2027-08-02,2027-05-01,2028-02-11,Approved,Confidential,SAP/DOCS/DOC-10563.pdf,2026-04-30,2027-07-21
DOC-10564,SOP,Standard Operating Procedure - DOC-10564,Engineering,MTY-01,OWN-015,Obsolete,v5.7,2025-12-02,2027-08-22,2026-04-29,2027-03-04,Approved,Confidential,SAP/DOCS/DOC-10564.pdf,2025-11-09,2026-03-24
DOC-10565,Work Instruction,Operational Work Instruction - DOC-10565,Quality,CHI-02,OWN-019,Draft,v4.2,2025-04-30,2026-04-10,2026-04-13,2026-12-02,Approved,Public,SAP/DOCS/DOC-10565.pdf,2025-03-30,2025-09-24
DOC-10566,Quality Record,Quality Inspection Record - DOC-10566,,CHI-02,OWN-036,Active,,2025-08-23,2026-12-26,2026-01-20,2026-09-10,Approved,Public,SAP/DOCS/DOC-10566.pdf,2025-07-22,2027-06-16
DOC-10567,Quality Record,Quality Inspection Record - DOC-10567,Program Management,CHI-01,OWN-015,Active,v3.5,2023-08-23,2025-05-04,2023-11-19,2024-10-22,Approved,Internal,SAP/DOCS/DOC-10567.pdf,2023-08-01,2024-07-30
DOC-10568,Quality Record,Quality Inspection Record - DOC-10568,Supply Chain,QRO-01,OWN-007,Active,v4.7,2024-03-12,2024-02-11,2025-02-14,2026-01-31,Pending,Restricted,SAP/DOCS/DOC-10568.pdf,2024-01-27,2024-05-20
DOC-10569,Quality Record,Quality Inspection Record - DOC-10569,Compliance,MTY-01,OWN-011,Obsolete,v3.2,2023-11-23,2024-07-02,2024-09-07,2025-04-01,Approved,Restricted,SAP/DOCS/DOC-10569.pdf,2023-10-18,2024-08-13
DOC-10570,Quality Record,Quality Inspection Record - DOC-10570,Program Management,MTY-01,OWN-009,Active,v4.0,2023-10-23,2026-02-11,2024-05-26,2025-10-25,Approved,Internal,SAP/DOCS/DOC-10570.pdf,2023-10-13,2024-06-21
DOC-10571,SOP,Standard Operating Procedure - DOC-10571,Operations,CHI-02,OWN-049,Active,v2.2,2024-03-14,2025-06-09,2024-10-20,2025-10-18,Approved,Confidential,SAP/DOCS/DOC-10571.pdf,2024-03-08,2025-09-02
DOC-10572,Contract,Service Contract Agreement - DOC-10572,Supply Chain,ELP-01,OWN-024,Draft,v1.8,2025-08-13,2027-05-24,2026-06-03,2027-05-23,Missing,Internal,SAP/DOCS/DOC-10572.pdf,2025-07-17,2025-09-27
DOC-10573,SOP,Standard Operating Procedure - DOC-10573,Compliance,QRO-01,OWN-043,Active,v5.0,2024-03-22,2024-11-19,2024-11-08,2025-10-25,Missing,Internal,SAP/DOCS/DOC-10573.pdf,2024-02-23,2025-12-01
DOC-10574,SOP,Standard Operating Procedure - DOC-10574,Compliance,CHI-02,OWN-018,Active,v2.6,2026-05-20,2026-04-20,2026-12-12,2027-06-12,Missing,Confidential,SAP/DOCS/DOC-10574.pdf,2026-04-30,2027-07-31
DOC-10575,Quality Record,Quality Inspection Record - DOC-10575,Operations,CHI-02,OWN-050,Expired,v1.8,2025-10-29,2027-04-15,2026-10-26,2027-08-05,Approved,Internal,SAP/DOCS/DOC-10575.pdf,2025-09-14,2026-08-23
DOC-10576,Quality Record,Quality Inspection Record - DOC-10576,Program Management,QRO-01,OWN-020,Pending Approval,v2.0,2024-11-08,2025-08-10,2025-08-26,2026-07-13,Approved,Confidential,SAP/DOCS/DOC-10576.pdf,2024-10-25,2024-11-23
DOC-10577,Quality Record,Quality Inspection Record - DOC-10577,Supply Chain,MTY-01,OWN-024,Active,v1.0,2025-01-02,2026-11-30,2025-03-29,2025-10-10,Approved,Internal,SAP/DOCS/DOC-10577.pdf,2024-12-05,2026-10-03
DOC-10578,SOP,Standard Operating Procedure - DOC-10578,Engineering,ELP-01,OWN-037,Active,v5.9,2023-05-03,2025-08-31,2023-09-30,2024-08-23,Missing,Restricted,SAP/DOCS/DOC-10578.pdf,2023-04-03,2023-11-29
DOC-10579,SOP,Standard Operating Procedure - DOC-10579,Quality,MTY-01,OWN-021,Active,v3.7,2024-01-29,2026-01-10,2024-07-03,2025-01-25,Missing,Internal,SAP/DOCS/DOC-10579.pdf,2024-01-04,2024-04-14
DOC-10580,Work Instruction,Operational Work Instruction - DOC-10580,Finance,MTY-01,OWN-029,Active,,2023-08-26,2024-07-04,2024-05-25,2025-01-14,Approved,Confidential,SAP/DOCS/DOC-10580.pdf,2023-07-29,2025-02-21
DOC-10581,SOP,Standard Operating Procedure - DOC-10581,Program Management,QRO-01,OWN-011,Expired,v4.2,2025-09-05,2028-02-07,2026-06-12,2027-03-25,Approved,Internal,,2025-08-07,2027-01-15
DOC-10582,NDA,Non-Disclosure Agreement - DOC-10582,Engineering,QRO-01,OWN-024,Expired,v4.1,2025-11-11,2026-06-12,2026-03-01,2027-01-18,Missing,Internal,SAP/DOCS/DOC-10582.pdf,2025-10-11,2026-02-12
DOC-10583,SOP,Standard Operating Procedure - DOC-10583,Operations,CHI-01,OWN-020,Active,v2.2,2024-02-08,2025-08-21,2024-08-12,2025-05-14,Approved,Public,SAP/DOCS/DOC-10583.pdf,2024-01-31,2025-09-26
DOC-10584,SOP,Standard Operating Procedure - DOC-10584,Engineering,QRO-01,OWN-036,Draft,v4.7,2024-06-19,2026-04-30,2024-07-20,2025-02-16,Approved,Restricted,SAP/DOCS/DOC-10584.pdf,2024-06-07,2026-01-15
DOC-10585,Work Instruction,Operational Work Instruction - DOC-10585,Supply Chain,QRO-01,OWN-033,Pending Approval,,2025-06-04,2027-08-13,2025-09-09,2026-04-12,Approved,Confidential,SAP/DOCS/DOC-10585.pdf,2025-05-04,2026-04-03
DOC-10586,Compliance Document,Regulatory Compliance Document - DOC-10586,Compliance,CHI-01,OWN-003,Expired,v3.1,2025-06-09,2027-01-14,2025-12-29,2026-11-12,Missing,Restricted,SAP/DOCS/DOC-10586.pdf,2025-05-25,2025-11-11
DOC-10587,Quality Record,Quality Inspection Record - DOC-10587,Finance,QRO-01,OWN-036,Active,v5.9,2025-01-20,2027-05-10,2025-04-23,2026-04-02,Missing,Restricted,SAP/DOCS/DOC-10587.pdf,2024-12-15,2025-02-08
DOC-10588,Contract,Service Contract Agreement - DOC-10588,Program Management,QRO-01,OWN-002,Obsolete,v5.7,2026-01-18,2026-11-17,2026-11-16,2027-06-30,Approved,Internal,SAP/DOCS/DOC-10588.pdf,2026-01-16,2026-04-13
DOC-10589,Quality Record,Quality Inspection Record - DOC-10589,Supply Chain,CHI-01,OWN-012,Active,v3.6,2023-07-26,2024-02-14,2024-02-15,2024-12-02,Missing,Restricted,SAP/DOCS/DOC-10589.pdf,2023-06-24,2024-03-14
DOC-10590,NDA,Non-Disclosure Agreement - DOC-10590,Engineering,CHI-02,OWN-010,Active,v2.0,2024-11-07,2025-08-31,2025-04-16,2025-11-04,Approved,Internal,SAP/DOCS/DOC-10590.pdf,2024-10-28,2026-07-20
DOC-10591,NDA,Non-Disclosure Agreement - DOC-10591,Quality,QRO-01,OWN-027,Active,v1.0,2024-12-18,2025-09-25,2025-06-29,2025-10-25,Rejected,Internal,SAP/DOCS/DOC-10591.pdf,2024-11-23,2025-06-19
DOC-10592,Quality Record,Quality Inspection Record - DOC-10592,Operations,CHI-02,OWN-004,Active,v1.7,2026-03-02,2027-09-27,2026-05-29,2027-02-01,Approved,Confidential,SAP/DOCS/DOC-10592.pdf,2026-01-28,2026-02-27
DOC-10593,NDA,Non-Disclosure Agreement - DOC-10593,Engineering,QRO-01,OWN-020,Active,v5.3,2023-11-02,2025-11-19,2024-10-30,2025-05-30,Approved,Internal,SAP/DOCS/DOC-10593.pdf,2023-10-17,2024-03-11
DOC-10594,Contract,Service Contract Agreement - DOC-10594,Quality,CHI-01,OWN-001,Obsolete,v5.4,2026-04-25,2028-05-12,2027-01-11,2027-07-20,Pending,Restricted,SAP/DOCS/DOC-10594.pdf,2026-03-28,2028-01-26
DOC-10595,NDA,Non-Disclosure Agreement - DOC-10595,Engineering,CHI-01,OWN-025,Pending Approval,v2.9,2025-12-23,2028-02-23,2026-05-30,2027-05-19,Missing,Confidential,SAP/DOCS/DOC-10595.pdf,2025-12-05,2027-05-12
DOC-10596,Contract,Service Contract Agreement - DOC-10596,Quality,QRO-01,OWN-045,Obsolete,v5.4,2026-05-25,2026-04-25,2026-08-08,2027-05-16,Approved,Internal,SAP/DOCS/DOC-10596.pdf,2026-05-20,2027-08-06
DOC-10597,Quality Record,Quality Inspection Record - DOC-10597,Operations,QRO-01,OWN-049,Pending Approval,v3.5,2025-02-16,2026-07-31,2026-02-06,2026-10-10,Missing,Restricted,SAP/DOCS/DOC-10597.pdf,2025-01-03,2025-08-07
DOC-10598,SOP,Standard Operating Procedure - DOC-10598,Program Management,MTY-01,OWN-001,Active,v4.8,2024-02-02,2024-08-02,2025-01-08,2025-11-05,Missing,Confidential,SAP/DOCS/DOC-10598.pdf,2023-12-22,2025-05-06
DOC-10599,Quality Record,Quality Inspection Record - DOC-10599,Quality,CHI-01,OWN-008,Active,v5.5,2023-10-03,2025-08-31,2024-06-16,2025-06-03,Approved,Confidential,SAP/DOCS/DOC-10599.pdf,2023-08-29,2024-09-29
DOC-10600,NDA,Non-Disclosure Agreement - DOC-10600,Program Management,QRO-01,OWN-049,Active,v3.3,2024-05-21,2024-11-26,2024-10-11,2025-04-14,Approved,Restricted,SAP/DOCS/DOC-10600.pdf,2024-04-22,2024-07-24
DOC-10601,Compliance Document,Regulatory Compliance Document - DOC-10601,Quality,MTY-01,OWN-018,Active,v5.3,2024-07-03,2025-08-31,2025-02-03,2025-08-11,Missing,Confidential,SAP/DOCS/DOC-10601.pdf,2024-06-18,2024-06-26
DOC-10602,NDA,Non-Disclosure Agreement - DOC-10602,Supply Chain,QRO-01,OWN-013,Draft,v5.9,2026-07-04,2028-05-19,2026-10-29,2027-09-15,Approved,Confidential,SAP/DOCS/DOC-10602.pdf,2026-06-01,2026-11-28
DOC-10603,Contract,Service Contract Agreement - DOC-10603,Engineering,QRO-01,OWN-047,Obsolete,v1.8,2023-12-26,2026-01-27,2024-05-20,2025-03-29,Pending,Internal,SAP/DOCS/DOC-10603.pdf,2023-12-09,2025-08-30
DOC-10604,Work Instruction,Operational Work Instruction - DOC-10604,Finance,MTY-01,OWN-021,Active,v3.1,2025-09-25,2028-02-11,2026-09-22,2027-04-03,Approved,Restricted,,2025-08-14,2027-07-12
DOC-10605,Work Instruction,Operational Work Instruction - DOC-10605,Finance,CHI-01,OWN-035,Active,v2.5,2023-07-06,2024-02-19,2023-12-25,2024-10-07,Approved,Public,,2023-06-21,2023-09-13
DOC-10606,Compliance Document,Regulatory Compliance Document - DOC-10606,Operations,CHI-01,OWN-022,Active,v1.0,2025-08-12,2026-10-21,2025-12-20,2026-07-30,Approved,Confidential,SAP/DOCS/DOC-10606.pdf,2025-08-07,2026-12-12
DOC-10607,Quality Record,Quality Inspection Record - DOC-10607,Supply Chain,QRO-01,OWN-016,Active,v3.8,2025-02-22,2026-05-01,2025-05-18,2026-03-15,Missing,Confidential,SAP/DOCS/DOC-10607.pdf,2025-02-05,2025-10-06
DOC-10608,Quality Record,Quality Inspection Record - DOC-10608,,CHI-02,OWN-006,Active,,2023-11-15,2025-08-13,2024-10-06,2025-05-05,Missing,Restricted,SAP/DOCS/DOC-10608.pdf,2023-10-05,2023-12-11
DOC-10609,NDA,Non-Disclosure Agreement - DOC-10609,Program Management,MTY-01,OWN-028,Pending Approval,v5.0,2025-09-18,2027-01-19,2026-08-26,2027-08-01,Approved,Confidential,SAP/DOCS/DOC-10609.pdf,2025-09-14,2026-07-13
DOC-10610,Work Instruction,Operational Work Instruction - DOC-10610,Engineering,CHI-01,OWN-030,Active,,2025-07-27,2027-09-28,2026-07-11,2027-01-09,Approved,Confidential,SAP/DOCS/DOC-10610.pdf,2025-07-12,2025-10-24
DOC-10611,Work Instruction,Operational Work Instruction - DOC-10611,Compliance,QRO-01,OWN-046,Active,v2.9,2024-04-28,2025-02-07,2024-06-03,2025-05-01,Approved,Confidential,SAP/DOCS/DOC-10611.pdf,2024-04-21,2024-08-29
DOC-10612,SOP,Standard Operating Procedure - DOC-10612,Finance,ELP-01,OWN-009,Active,v3.9,2026-01-12,2027-10-09,2026-05-17,2027-01-14,Pending,Public,,2025-12-03,2027-02-23
DOC-10613,SOP,Standard Operating Procedure - DOC-10613,Compliance,CHI-02,OWN-039,Expired,v1.8,2026-04-15,2027-03-11,2027-01-10,2027-09-26,Approved,Internal,SAP/DOCS/DOC-10613.pdf,2026-04-05,2027-11-27
DOC-10614,NDA,Non-Disclosure Agreement - DOC-10614,Compliance,MTY-01,OWN-013,Active,v1.5,2026-05-16,2028-01-18,2026-12-08,2027-07-26,Approved,Internal,SAP/DOCS/DOC-10614.pdf,2026-05-12,2026-11-22
DOC-10615,Compliance Document,Regulatory Compliance Document - DOC-10615,Supply Chain,MTY-01,OWN-037,Active,v4.5,2025-12-14,2025-08-31,2026-07-01,2027-05-25,Missing,Confidential,SAP/DOCS/DOC-10615.pdf,2025-11-05,2026-04-21
DOC-10616,NDA,Non-Disclosure Agreement - DOC-10616,Operations,CHI-02,OWN-040,Active,,2023-05-11,2024-06-22,2023-10-05,2024-07-30,Missing,Internal,SAP/DOCS/DOC-10616.pdf,2023-03-31,2023-10-28
DOC-10617,NDA,Non-Disclosure Agreement - DOC-10617,Supply Chain,CHI-02,OWN-010,Active,v5.5,2023-09-14,2024-04-11,2024-07-24,2025-02-18,Approved,Internal,SAP/DOCS/DOC-10617.pdf,2023-08-22,2023-10-06
DOC-10618,Contract,Service Contract Agreement - DOC-10618,,CHI-02,OWN-016,Active,v3.1,2024-07-01,2025-06-24,2025-01-20,2025-12-07,Approved,Public,SAP/DOCS/DOC-10618.pdf,2024-06-14,2024-07-06
DOC-10619,Work Instruction,Operational Work Instruction - DOC-10619,Operations,CHI-01,OWN-016,Expired,v2.8,2023-11-28,2024-12-27,2024-06-01,2025-03-24,Approved,Internal,SAP/DOCS/DOC-10619.pdf,2023-11-06,2025-08-06
DOC-10620,NDA,Non-Disclosure Agreement - DOC-10620,Finance,CHI-02,OWN-045,Active,v2.0,2023-12-29,2025-01-08,2024-10-26,2025-07-29,Approved,Confidential,SAP/DOCS/DOC-10620.pdf,2023-12-16,2025-09-07
DOC-10621,Quality Record,Quality Inspection Record - DOC-10621,Compliance,CHI-01,OWN-018,Active,v5.7,2024-02-12,2025-04-20,2024-04-09,2025-03-16,Rejected,Restricted,SAP/DOCS/DOC-10621.pdf,2024-01-22,2024-08-24
DOC-10622,Work Instruction,Operational Work Instruction - DOC-10622,Compliance,ELP-01,OWN-049,Obsolete,v4.2,2023-08-14,2025-07-14,2024-03-29,2025-03-09,Approved,Internal,SAP/DOCS/DOC-10622.pdf,2023-08-03,2024-06-28
DOC-10623,Quality Record,Quality Inspection Record - DOC-10623,Quality,MTY-01,OWN-041,Expired,v1.3,2026-01-31,2027-04-30,2026-12-24,2027-10-02,Missing,Confidential,SAP/DOCS/DOC-10623.pdf,2025-12-31,2026-08-13
DOC-10624,Contract,Service Contract Agreement - DOC-10624,Finance,ELP-01,OWN-024,Active,v1.4,2025-01-06,2026-07-26,2025-11-24,2026-07-02,Approved,Public,SAP/DOCS/DOC-10624.pdf,2024-12-09,2026-03-10
DOC-10625,Contract,Service Contract Agreement - DOC-10625,Operations,CHI-01,OWN-029,Expired,v4.5,2025-12-03,2028-02-27,2026-06-23,2027-04-08,Missing,Restricted,SAP/DOCS/DOC-10625.pdf,2025-10-31,2026-08-07
DOC-10626,Contract,Service Contract Agreement - DOC-10626,Supply Chain,CHI-01,OWN-019,Active,,2024-10-29,2025-07-13,2025-05-30,2025-12-17,Pending,Internal,SAP/DOCS/DOC-10626.pdf,2024-09-17,2025-05-09
DOC-10627,NDA,Non-Disclosure Agreement - DOC-10627,,QRO-01,OWN-022,Active,v3.3,2026-04-28,2027-10-01,2026-09-05,2027-08-23,Approved,Confidential,SAP/DOCS/DOC-10627.pdf,2026-04-15,2027-12-25
